ion,airwave,ritzwave,relint
Ar II,8838.009,8838.0039,1
Ar II,8842.527,8842.5274,1
Ar I,8849.91,,180
Ar II,8850.695,8850.7024,1
Ar II,8867.170,8867.18109,2
Ar II,8870.216,8870.21372,1
Ar II,8873.73,8873.77022,0
Ar II,8890.1495,8890.1497,22
Ar II,8895.144,8895.1524,1
Ar II,8899.2982,8899.2992,11
Ar II,8904.512,8904.5065,1
Ar II,8905.6560,8905.6560,68
Ar II,8915.522,8915.5174,1
Ar II,8920.190,8920.2026,10
Ar II,8926.074,8926.0757,3
Ar II,8926.819,8926.8269,1
Ar II,8931.3307,8931.33054,32
Ar II,8935.448,8935.4417,1
Ar II,8937.530,8937.5389,1
Ar I,,8962.147,
Ar II,8966.88,8966.8835,0
Ar II,8968.9495,8968.9461,14
Ar II,8971.3640,8971.36393,59
Ar XVIII,,8979.5,
Ar II,8986.6158,8986.6163,60
Ar II,8995.8638,8995.86315,62
Ar II,8997.8080,8997.8092,31
Ar II,9001.77,9001.7615,0
Ar II,9007.90,9007.8745,0.5
Ar II,9008.4569,9008.45652,87
Ar II,9014.938,9014.9353,1
Ar II,9017.5916,9017.59146,102
Ar II,9018.22,9018.1995,0.5
Ar II,9022.30,9022.3173,0
Ar II,9031.35,9031.36194,1
Ar II,9035.9204,9035.9192,19
Ar II,9051.229,9051.2310,7
Ar I,,9057.493,
Ar II,9060.7463,9060.7468,50
Ar II,9068.0230,9068.0229,44
Ar I,9075.394,9075.395,20
Ar II,9079.7072,9079.7082,15
Ar II,9095.1026,9095.1026,68
Ar II,9098.5743,9098.5739,40
Ar II,9106.5624,9106.56254,102
Ar II,9114.348,9114.3522,6
Ar I,9122.967,9122.967,35000
Ar II,9138.49,9138.4704,0
Ar II,9150.82,9150.8105,1
Ar II,9151.54,9151.5858,0
Ar II,9156.0492,9156.04907,27
Ar II,9159.0316,9159.0326,17
Ar II,9168.917,9168.9115,1
Ar II,9191.185,9191.17819,7
Ar II,9192.5919,9192.5927,31
Ar I,9194.638,9194.638,550
Ar II,9210.39,9210.3671,1
Ar II,9218.9849,9218.9859,38
Ar II,9222.2677,9222.2640,10
Ar I,9224.499,9224.498,15000
Ar II,9252.633,9252.6329,10
Ar II,9258.772,9258.7716,10
Ar II,9279.7099,9279.70915,26
Ar I,9291.531,9291.532,400
Ar II,9305.87,9305.8698,1
Ar II,9313.51,9313.5122,1
Ar II,9331.05,9331.0552,1
Ar II,9335.98,9335.9814,0
Ar II,9344.803,9344.8053,7
Ar I,9354.220,9354.218,1600
Ar II,9360.466,9360.4640,1
Ar II,9374.163,9374.1687,3
Ar II,9392.01,9391.9603,0
Ar II,9394.91,9394.9128,0.5
Ar II,9396.90,9396.8820,0
Ar II,9418.582,9418.5848,1
Ar II,9420.4762,9420.4757,59
Ar II,9436.230,9436.2291,13
Ar II,9453.20,9453.1586,0.5
Ar II,9466.81,9466.805,0
Ar II,9468.28,9468.2986,0.5
Ar II,9475.2495,9475.2493,35
Ar II,9480.877,9480.8797,7
Ar II,9490.98,9490.958,0.5
Ar II,9500.46,9500.4261,0
Ar II,9504.16,9504.146,0.5
Ar II,9504.16,9504.1758,0.5
Ar II,9508.440,9508.4517,3
Ar II,9517.76,9517.739,0
Ar II,9524.04,9524.0525,0.5
Ar II,9526.39,9526.3929,1
Ar II,9535.6550,9535.6538,34
Ar II,9540.6651,9540.6656,38
Ar II,9553.6308,9553.6303,36
Ar II,9566.84,9566.8792,0
Ar II,9576.31,9576.3087,0
Ar II,9586.989,9586.9866,10
Ar II,9599.325,9599.3318,2
Ar II,9601.9250,9601.9252,110
Ar II,9610.38,9610.3727,0.5
Ar II,9612.508,9612.508,2
Ar II,9612.508,9612.508,2
Ar II,9619.5765,9619.5760,56
Ar II,9619.5765,9619.5781,56
Ar II,9622.0663,9622.0673,68
Ar II,9623.2363,9623.2365,19
Ar II,9630.89,9630.8619,0
Ar II,9638.41,9638.4218,0
Ar II,9641.1882,9641.1912,15
Ar II,9643.3151,9643.3126,14
Ar II,9655.9725,9655.9715,85
Ar I,9657.786,9657.786,25000
Ar II,9669.27,9669.2835,0
Ar II,9675.21,9675.2018,0.5
Ar II,9676.2850,9676.2867,45
Ar II,9678.8084,9678.8075,50
Ar II,9682.219,9682.219,6
Ar II,9684.16,9684.164,0
Ar II,9701.515,9701.5256,1
Ar II,9701.963,9701.9643,10
Ar II,9708.59,9708.5699,0.5
Ar II,9711.768,9711.7645,12
Ar II,9713.1108,9713.1120,20
Ar II,9713.77,9713.7601,0
Ar II,9726.582,9726.5876,5
Ar II,9730.06,9730.0705,0
Ar II,9734.5550,9734.5478,14
Ar II,9739.7684,9739.7707,28
Ar II,9743.4566,9743.4559,93
Ar II,9750.1350,9750.1348,51
Ar II,9756.1415,9756.1416,85
Ar II,9758.6365,9758.6366,107
Ar II,9761.851,9761.8475,10
Ar II,9771.830,9771.8308,10
Ar II,9773.5674,9773.5674,112
Ar II,9783.0786,9783.0810,102
Ar I,9784.503,9784.502,4500
Ar II,9793.2307,9793.2299,28
Ar II,9802.0204,9802.0186,36
Ar II,9803.6898,9803.6898,102
Ar II,9814.4210,9814.410,28
Ar II,9817.10,9817.0218,0
Ar II,9819.174,9819.1756,9
Ar II,9824.6399,9824.6418,20
Ar II,9825.832,9825.8364,8
Ar II,9829.856,9829.8562,3
Ar II,9837.1699,9837.1684,21
Ar II,9849.4582,9849.4582,132
Ar II,9854.0610,9854.0609,129
Ar II,9887.14,9887.1382,0
Ar II,9900.64,9900.6528,0
Ar II,9904.29,9904.2538,1
Ar II,9905.8859,9905.8861,87
Ar II,9906.3917,9906.3917,69
Ar II,9909.7166,9909.7144,11
Ar II,9914.238,9914.2400,13
Ar II,9916.1552,9916.1550,79
Ar II,9928.8329,9928.8329,20
Ar II,9931.6788,9931.6788,21
Ar II,9935.046,9935.0419,1
Ar II,9949.1504,9949.1508,68
Ar II,9951.0886,9951.0889,33
Ar II,9952.8051,9952.8053,54
Ar II,9958.22,9958.2001,0
Ar II,9962.314,9962.3474,1
Ar II,9965.416,9965.4163,8
Ar II,9967.0431,9967.0424,89
Ar II,9972.336,9972.3330,9
Ar II,9975.9428,9975.9456,11
Ar II,9977.8274,9977.8265,68
Ar II,9988.39,9988.3822,1
Ar II,9989.02,9989.0271,1
Ar II,9993.8629,9993.8638,145
Ar II,9994.0122,9994.0146,15
