ion,airwave,ritzwave,relint
Ne I,6678.2766,6678.2762,5000
Ne VII,,6710,
Ne I,6717.0430,6717.0430,700
Ne I,6721.1342,6721.135,20
Ne I,6738.0320,6738.032,700
Ne I,6759.5821,6759.586,150
Ne III,6886.94,6886.95,70
Ne VIII,,6894,
Ne III,6895.41,6895.41,100
Ne VII,,6910,
Ne I,6929.4672,6929.4673,100000
Ne VIII,,6993,
Ne I,7024.0500,7024.0504,34000
Ne I,7032.4128,7032.4131,85000
Ne I,7051.2922,7051.2923,2200
Ne I,7059.1079,7059.1074,10000
Ne I,7064.762,7064.7585,80
Ne II,7067.724,7067.7270,80
Ne I,7112.3075,7112.307,110
Ne II,7133.360,7133.3548,40
Ne I,7138.5400,7138.538,55
Ne VII,,7140,
Ne I,7173.9380,7173.9381,77000
Ne II,7213.210,7213.2082,300
Ne II,7235.1978,7235.1972,300
Ne I,7245.1665,7245.1666,77000
Ne II,7303.216,7303.2078,80
Ne I,7304.8422,7304.842,89
Ne II,7343.945,7343.9470,300
Ne II,7349.653,7349.6536,40
Ne I,7438.8981,7438.8984,60000
Ne II,7467.24,7467.2610,60c
Ne I,7472.4383,7472.4386,3100
Ne I,7488.8712,7488.8712,32000
Ne II,7491.408,7491.4222,60
Ne II,7492.102,7492.127,200
Ne II,7522.822,7522.8235,300
Ne I,7535.7739,7535.7741,28000
Ne I,7544.0439,7544.0443,13000
Ne II,7590.638,7590.6571,60
Ne II,7604.633,7604.6341,60
Ne I,7621.33,7621.3,50
Ne II,7633.267,7633.2713,140
Ne II,7654.546,7654.5512,180
Ne II,7689.789,7689.794,120
Ne I,7724.6233,7724.623,60
Ne II,7728.803,7728.8152,22
Ne II,7740.740,7740.7419,240
Ne II,7745.019,7745.0233,160
Ne VII,,7800,
Ne I,7833.0281,7833.0285,56
Ne II,7838.556,7838.5578,160
Ne I,7839.0520,7839.0528,230
Ne I,7839.9855,7839.9873,7
Ne II,7862.946,7862.9436,140
Ne II,7871.924,7871.9286,60
Ne II,7873.873,7873.8705,160
Ne II,7907.184,7907.188,12
Ne IX,,7922,
Ne II,7926.201,7926.2001,240
Ne I,7927.1172,7927.1177,300
Ne IX,,7934,
Ne I,7936.9957,7936.9961,1300
Ne I,7943.1805,7943.1814,7900
Ne I,7944.1404,7944.1409,200
Ne II,7944.919,7944.908,60
Ne II,7985.886,7985.9108,22
Ne VIII,,7993,
Ne IX,,7998,
Ne II,8018.756,8018.7502,22
Ne I,8024.11,8024.1,3
Ne I,8041.79,8041.74,3
Ne II,8073.780,8073.789,22
Ne II,8075.993,8075.983,22
Ne I,8076.06,8076.1,1
Ne II,8076.082,8076.0693,40
Ne I,8082.4576,8082.4580,5700
Ne II,8084.345,8084.3451,200
Ne II,8090.05,8090.0845,160
Ne I,8093.08,8093.13,3
Ne I,8118.5495,8118.5492,3800
Ne I,8128.9110,8128.9108,1200
Ne I,8136.4061,8136.4054,17000
Ne VII,,8140,
Ne II,8143.493,8143.4874,100
Ne II,8149.985,8149.98,60
Ne II,8153.448,8153.440,80
Ne II,8160.052,8160.05,100
Ne II,8163.656,8163.645,120
Ne IX,,8174,
Ne II,8184.765,8184.753,80
Ne II,8194.83,8194.792,360
Ne II,8206.043,8206.0284,140
Ne II,8213.035,8213.046,22
Ne II,8214.576,8214.5712,60
Ne VIII,,8217,
Ne IX,,8221,
Ne II,8244.338,8244.328,140
Ne I,8248.6826,8248.6823,310
Ne I,8259.3795,8259.3790,3300
Ne II,8264.807,8264.800,200
Ne I,8266.0769,8266.0772,7200
Ne I,8267.1166,8267.1163,990
Ne II,8277.328,8277.3222,120
Ne II,8280.598,8280.579,60
Ne II,8286.574,8286.5692,180
Ne I,8300.3248,8300.3258,29000
Ne I,8301.5570,8301.5577,1900
Ne IX,,8303,
Ne II,8314.995,8314.9910,200
Ne VIII,,8318,
Ne II,8321.919,8321.916,100
Ne II,8339.065,8339.0702,180
Ne II,8342.606,8342.6065,60
Ne II,8346.200,8346.2030,120
Ne II,8358.929,8358.935,120
Ne II,8360.385,8360.384,100
Ne I,8365.7464,8365.7465,4600
Ne II,8372.106,8372.1113,200
Ne I,8376.3590,8376.3594,6600
Ne I,8377.6070,8377.6080,76000
Ne II,8406.396,8406.400,80
Ne II,8413.212,8413.220,120
Ne I,8417.1597,8417.1606,2700
Ne I,8418.4265,8418.4274,26000
Ne II,8422.425,8422.434,100
Ne II,8433.637,8433.611,12
Ne II,8459.86,8459.876,100
Ne I,8463.3569,8463.3575,3700
Ne I,8484.4424,8484.4435,1300
Ne II,8493.252,8493.2585,140
Ne I,8495.3591,8495.3598,69000
Ne II,8498.040,8498.0444,80
Ne II,8532.753,8532.754,40
Ne II,8536.515,8536.5215,160
Ne II,8541.575,8541.579,100
Ne I,8544.6952,8544.6958,1600
Ne II,8553.049,8553.048,60
Ne I,8571.3535,8571.3524,2900
Ne II,8572.655,8572.669,80
Ne II,8579.448,8579.446,22
Ne II,8579.819,8579.825,80
Ne I,8582.9031,8582.9028,1600
Ne I,8591.2583,8591.2584,41000
Ne II,8599.508,8599.518,100
Ne I,8634.6472,8634.6470,35000
Ne I,8635.3177,8635.3175,740
Ne I,8647.0412,8647.0411,6000
Ne I,8654.3828,8654.3831,64000
Ne I,8655.5220,8655.5221,7600
Ne II,8664.628,8664.636,180
Ne II,8668.267,8668.269,200
Ne II,8678.87,8678.916,100
Ne I,8679.4936,8679.4925,13000
Ne II,8680.367,8680.386,180
Ne I,8681.9216,8681.9211,15000
Ne I,8704.1122,8704.1116,2900
Ne II,8705.558,8705.571,60
Ne II,8708.452,8708.454,60
Ne II,8747.170,8747.168,100
Ne II,8749.697,8749.6991,100
Ne I,8767.536,8767.5360,160
Ne I,8771.6575,8771.6563,10000
Ne I,8778.7322,8778.7328,2100
Ne I,8780.6223,8780.6226,57000
Ne I,8782.0015,8782.0012,230
Ne I,8783.7539,8783.7533,43000
Ne I,8792.5056,8792.5047,260
Ne II,8794.92,8794.81,80
Ne II,8794.92,8794.98,80
Ne II,8796.660,8796.661,40
Ne II,8796.907,8796.9088,40
Ne II,8821.847,8821.8464,140
Ne I,8830.9067,8830.9072,550
Ne I,8853.8669,8853.8668,27000
Ne II,8862.497,8862.4984,60
Ne I,8865.3057,8865.3063,2100
Ne I,8865.7562,8865.7552,15000
Ne II,8868.687,8868.695,40
Ne II,8879.908,8879.9157,60
Ne II,8883.731,8883.722,22
Ne I,8892.2315,8892.233,12
Ne I,8895.6,8895.667,3
Ne II,8897.603,8897.6105,22
Ne II,8898.847,8898.8508,140
Ne II,8900.129,8900.1344,120
Ne II,8905.421,8905.3900,12
Ne II,8914.862,8914.845,60
Ne I,8915.44,8915.35,4
Ne I,8919.5007,8919.5006,6400
Ne I,8927.4,8927.431,3
Ne I,8929.2503,8929.251,18
Ne I,8941.5133,8941.515,8
Ne II,8958.759,8958.769,22
Ne I,8962.328,8962.327,4
Ne II,8963.510,8963.5074,60
Ne I,8968.6,8968.540,3
Ne I,8988.5564,8988.5564,1800
Ne II,9010.993,9011.005,100
Ne II,9011.624,9011.611,120
Ne I,9036.9985,9037.000,9
Ne I,9046.8,9046.8,1
Ne I,9046.8,9046.9,1
Ne I,9049.086,9049.088,4
Ne I,9052.424,9052.426,3
Ne I,9052.642,9052.644,7
Ne II,9057.622,9057.609,100
Ne II,9064.497,9064.497,160
Ne II,9071.073,9071.065,100
Ne I,9073.033,9073.03,5
Ne II,9079.452,9079.450,200
Ne II,9082.488,9082.4748,22
Ne II,9084.600,9084.600,120
Ne II,9094.275,9094.263,60
Ne II,9095.949,9095.939,180
Ne I,9102.1,9102.1,1
Ne I,9103.53,9103.5,4
Ne II,9106.127,9106.136,22
Ne II,9112.506,9112.494,22
Ne I,9115.3,9115.3,1
Ne I,9115.3,9115.3,1
Ne II,9119.229,9119.226,80
Ne I,9148.6720,9148.6716,12000
Ne II,9158.081,9158.082,12
Ne II,9163.57,9163.546,12
Ne II,9177.779,9177.78,80
Ne II,9190.957,9190.96,80
Ne I,9193.8,9193.8,1
Ne I,9193.8,9193.8,1
Ne I,9201.7588,9201.7591,8900
Ne II,9204.075,9204.0770,12
Ne II,9207.782,9207.7723,60
Ne I,9220.0598,9220.0601,6000
Ne I,9221.5802,9221.5801,2200
Ne I,9226.6910,9226.6903,1800
Ne II,9234.132,9234.137,120
Ne II,9235.821,9235.808,40
Ne II,9245.846,9245.8420,22
Ne II,9246.159,9246.159,60
Ne II,9261.623,9261.629,80
Ne I,9275.5191,9275.5196,910
Ne II,9287.563,9287.5669,400
Ne II,9292.600,9292.592,22
Ne II,9297.3991,9297.3990,180
Ne I,9300.8532,9300.8527,7700
Ne II,9302.56,9302.564,22
Ne I,9310.5833,9310.5839,830
Ne I,9313.9731,9313.9726,2700
Ne I,9326.5072,9326.5068,6900
Ne II,9327.8391,9327.8375,160
Ne I,9340.5,9340.5,3
Ne II,9350.921,9350.915,40
Ne I,9353.3,9353.3,4
Ne I,9353.3,9353.2,4
Ne II,9360.123,9360.127,100
Ne I,9373.3079,9373.3078,1500
Ne I,9377.2276,9377.2265,7
Ne II,9389.615,9389.607,80
Ne II,9405.981,9406.002,22
Ne II,9410.298,9410.299,100
Ne I,9410.75,9410.8,9
Ne I,9412.32,9412.3,6
Ne II,9413.571,9413.577,140
Ne I,9425.3797,9425.3788,4800
Ne II,9428.599,9428.638,40
Ne II,9432.217,9432.220,100
Ne I,9433.0082,9433.0077,66
Ne II,9437.614,9437.614,80
Ne I,9443.8,9443.8,3
Ne I,9445.26,9445.3,4
Ne II,9449.827,9449.770,60
Ne I,9454.0,9454.0,1
Ne I,9459.2110,9459.2095,2800
Ne II,9477.91,9477.923,40
Ne I,9486.6825,9486.6818,5000
Ne II,9488.033,9488.03,22
Ne II,9488.520,9488.52,22
Ne I,9506.59,9506.6,4
Ne I,9508.4,9508.4,7
Ne II,9512.717,9512.714,22
Ne II,9515.871,9515.882,22
Ne I,9534.1640,9534.1629,6100
Ne II,9538.055,9538.044,60
Ne I,9547.4052,9547.4049,2800
Ne II,9549.310,9549.3137,22
Ne II,9553.699,9553.708,40
Ne II,9559.64,9559.656,40
Ne II,9559.64,9559.712,40
Ne I,9574.002,9574.000,2
Ne II,9577.013,9577.022,240
Ne II,9577.013,9577.039,240
Ne II,9599.490,9599.498,12
Ne I,9642.2,9642.279,1
Ne II,9655.687,9655.6899,40
Ne I,9665.4200,9665.4197,18000
Ne I,9724.8,9724.94,1
Ne II,9763.650,9763.673,40
Ne I,9788.1,9788.257,3
Ne II,9792.082,9792.104,40
Ne II,9806.122,9806.130,40
Ne II,9808.8657,9808.8653,200
Ne I,9823.453,9823.44,3
Ne I,9837.507,9837.50,13
Ne I,9837.507,9837.50,13
Ne I,9897.30,9897.31,4
Ne I,9899.06,9899.05,3
Ne I,9899.06,9899.07,3
Ne I,9900.594,9900.59,30
Ne I,9900.594,9900.58,30
Ne I,9902.337,9902.33,25
Ne I,9915.195,9915.19,13
Ne I,9918.602,9918.60,6
Ne I,9918.602,9918.59,6
Ne I,9936.853,9936.85,10
Ne I,9938.352,9938.35,16
Ne I,9944.140,9944.14,9
Ne I,9945.058,9945.049,4
Ne I,9945.058,9945.060,4
Ne I,9948.061,9948.05,9
Ne I,9963.605,9963.61,7
Ne II,9966.715,9966.708,60
Ne I,9974.2,9974.177,3
